"","artist_name","artist_id","album_id","album_type","album_images","album_release_date","album_release_year","album_release_date_precision","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","track_id","analysis_url","time_signature","artists","available_markets","disc_number","duration_ms","explicit","track_href","is_local","track_name","track_preview_url","track_number","type","track_uri","external_urls.spotify","album_name","key_name","mode_name","key_mode"
"1","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.522","0.923","2","-4.56","1","0.0539","0.0125","0.017","0.0854","0.595","170.057","7f0vVL3xi4i78Rv5Ptn2s1","https://api.spotify.com/v1/audio-analysis/7f0vVL3xi4i78Rv5Ptn2s1","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","245960","FALSE","https://api.spotify.com/v1/tracks/7f0vVL3xi4i78Rv5Ptn2s1","FALSE","Algorithm","https://p.scdn.co/mp3-preview/00d386644c07673f05878e337f977911c0ba740b?cid=21ba4eef11f2467ea68e9a872aac077a","1","track","spotify:track:7f0vVL3xi4i78Rv5Ptn2s1","https://open.spotify.com/track/7f0vVL3xi4i78Rv5Ptn2s1","Simulation Theory (Super Deluxe)","D","major","D major"
"2","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.484","0.927","2","-3.759","1","0.0425","0.000884","3.96e-06","0.223","0.389","99.979","0dMYPDqcI4ca4cjqlmp9mE","https://api.spotify.com/v1/audio-analysis/0dMYPDqcI4ca4cjqlmp9mE","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","227213","FALSE","https://api.spotify.com/v1/tracks/0dMYPDqcI4ca4cjqlmp9mE","FALSE","The Dark Side","https://p.scdn.co/mp3-preview/5995cbc458c74a9f4beb50ca250a9920d3b1d8ab?cid=21ba4eef11f2467ea68e9a872aac077a","2","track","spotify:track:0dMYPDqcI4ca4cjqlmp9mE","https://open.spotify.com/track/0dMYPDqcI4ca4cjqlmp9mE","Simulation Theory (Super Deluxe)","D","major","D major"
"3","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.622","0.842","11","-3.678","0","0.0609","0.00342","0.00014","0.0575","0.724","136.041","3eSyMBd7ERw68NVB3jlRmW","https://api.spotify.com/v1/audio-analysis/3eSyMBd7ERw68NVB3jlRmW","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","235600","FALSE","https://api.spotify.com/v1/tracks/3eSyMBd7ERw68NVB3jlRmW","FALSE","Pressure","https://p.scdn.co/mp3-preview/261288083ebf6c294ee89f868bb1b3040c18346f?cid=21ba4eef11f2467ea68e9a872aac077a","3","track","spotify:track:3eSyMBd7ERw68NVB3jlRmW","https://open.spotify.com/track/3eSyMBd7ERw68NVB3jlRmW","Simulation Theory (Super Deluxe)","B","minor","B minor"
"4","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.754","0.675","2","-4.616","1","0.0939","0.0251","0.00419","0.513","0.432","95.024","2sHLWUTiaBPGOIZinpqO4C","https://api.spotify.com/v1/audio-analysis/2sHLWUTiaBPGOIZinpqO4C","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","180506","FALSE","https://api.spotify.com/v1/tracks/2sHLWUTiaBPGOIZinpqO4C","FALSE","Propaganda","https://p.scdn.co/mp3-preview/f80e299a7079ada8c9d24bbff84da6935383b305?cid=21ba4eef11f2467ea68e9a872aac077a","4","track","spotify:track:2sHLWUTiaBPGOIZinpqO4C","https://open.spotify.com/track/2sHLWUTiaBPGOIZinpqO4C","Simulation Theory (Super Deluxe)","D","major","D major"
"5","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.667","0.967","1","-0.759","0","0.0939","0.157","0.258","0.0596","0.614","90.015","1mgWnqeUOurHJIyorDtuqF","https://api.spotify.com/v1/audio-analysis/1mgWnqeUOurHJIyorDtuqF","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","217560","FALSE","https://api.spotify.com/v1/tracks/1mgWnqeUOurHJIyorDtuqF","FALSE","Break It to Me","https://p.scdn.co/mp3-preview/a1f79600c69416cc15c86fba813569b1fe88c583?cid=21ba4eef11f2467ea68e9a872aac077a","5","track","spotify:track:1mgWnqeUOurHJIyorDtuqF","https://open.spotify.com/track/1mgWnqeUOurHJIyorDtuqF","Simulation Theory (Super Deluxe)","C#","minor","C# minor"
"6","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.59","0.903","9","-4.841","1","0.0542","0.0536","0.00289","0.12","0.545","105.018","1esX5rtwwssnsEQNQk0HGg","https://api.spotify.com/v1/audio-analysis/1esX5rtwwssnsEQNQk0HGg","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","226786","FALSE","https://api.spotify.com/v1/tracks/1esX5rtwwssnsEQNQk0HGg","FALSE","Something Human","https://p.scdn.co/mp3-preview/68dc3591178007faf97bf5e49803f19d1f95a6f1?cid=21ba4eef11f2467ea68e9a872aac077a","6","track","spotify:track:1esX5rtwwssnsEQNQk0HGg","https://open.spotify.com/track/1esX5rtwwssnsEQNQk0HGg","Simulation Theory (Super Deluxe)","A","major","A major"
"7","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.48","0.76","5","-3.663","1","0.0402","0.00107","2.37e-05","0.0809","0.378","139.985","57lCa95tmjJ8EYdNTex8Kk","https://api.spotify.com/v1/audio-analysis/57lCa95tmjJ8EYdNTex8Kk","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","206106","FALSE","https://api.spotify.com/v1/tracks/57lCa95tmjJ8EYdNTex8Kk","FALSE","Thought Contagion","https://p.scdn.co/mp3-preview/5413d31316e3ae199934badae527f6fe2b26262a?cid=21ba4eef11f2467ea68e9a872aac077a","7","track","spotify:track:57lCa95tmjJ8EYdNTex8Kk","https://open.spotify.com/track/57lCa95tmjJ8EYdNTex8Kk","Simulation Theory (Super Deluxe)","F","major","F major"
"8","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.646","0.846","4","-5.654","1","0.0356","0.0043","1.4e-05","0.105","0.87","135.014","7lvZfms8Bh8QnThBmFTD7a","https://api.spotify.com/v1/audio-analysis/7lvZfms8Bh8QnThBmFTD7a","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","244720","FALSE","https://api.spotify.com/v1/tracks/7lvZfms8Bh8QnThBmFTD7a","FALSE","Get up and Fight","https://p.scdn.co/mp3-preview/44dee02c82f49c3e4bf44eb38fcef31e9f6720c4?cid=21ba4eef11f2467ea68e9a872aac077a","8","track","spotify:track:7lvZfms8Bh8QnThBmFTD7a","https://open.spotify.com/track/7lvZfms8Bh8QnThBmFTD7a","Simulation Theory (Super Deluxe)","E","major","E major"
"9","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.498","0.941","7","-4.454","0","0.0878","0.000644","0.0236","0.34","0.236","127.044","7pdG3g13RKtrCmKwnSDeO4","https://api.spotify.com/v1/audio-analysis/7pdG3g13RKtrCmKwnSDeO4","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","230680","FALSE","https://api.spotify.com/v1/tracks/7pdG3g13RKtrCmKwnSDeO4","FALSE","Blockades","https://p.scdn.co/mp3-preview/a0f675ed07846e6ae845fa32340a2c92f4455276?cid=21ba4eef11f2467ea68e9a872aac077a","9","track","spotify:track:7pdG3g13RKtrCmKwnSDeO4","https://open.spotify.com/track/7pdG3g13RKtrCmKwnSDeO4","Simulation Theory (Super Deluxe)","G","minor","G minor"
"10","Muse","12Chz98pHFMPJEknJQMWvI","5OZgDtx180ZZPMpm36J2zC","album","list(height = c(640, 300, 64), url = c(""https://i.scdn.co/image/ab67616d0000b2734cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d00001e024cb163c1d111f77307c842b6"", ""https://i.scdn.co/image/ab67616d000048514cb163c1d111f77307c842b6""), width = c(640, 300, 64))","2018-11-09","2018","day","0.428","0.429","0","-6.06","1","0.049","0.0879","0.00041","0.168","0.182","127.173","0RILico3Gbl5jxSNg3zLrJ","https://api.spotify.com/v1/audio-analysis/0RILico3Gbl5jxSNg3zLrJ","4","list(href = ""https://api.spotify.com/v1/artists/12Chz98pHFMPJEknJQMWvI"", id = ""12Chz98pHFMPJEknJQMWvI"", name = ""Muse"", type = ""artist"", uri = ""spotify:artist:12Chz98pHFMPJEknJQMWvI"", external_urls.spotify = ""https://open.spotify.com/artist/12Chz98pHFMPJEknJQMWvI"")","c(""AD"", ""AE"", ""AR"", ""AT"", ""AU"", ""BE"", ""BG"", ""BH"", ""BO"", ""BR"", ""CA"", ""CH"", ""CL"", ""CO"", ""CR"", ""CY"", ""CZ"", ""DE"", ""DK"", ""DO"", ""DZ"", ""EC"", ""EE"", ""EG"", ""ES"", ""FI"", ""FR"", ""GB"", ""GR"", ""GT"", ""HK"", ""HN"", ""HU"", ""ID"", ""IE"", ""IL"", ""IS"", ""IT"", ""JO"", ""JP"", ""KW"", ""LB"", ""LI"", ""LT"", ""LU"", ""LV"", ""MA"", ""MC"", ""MT"", ""MX"", ""MY"", ""NI"", ""NL"", ""NO"", ""NZ"", ""OM"", ""PA"", ""PE"", ""PH"", ""PL"", ""PS"", ""PT"", ""PY"", ""QA"", ""RO"", ""SA"", ""SE"", ""SG"", ""SK"", ""SV"", ""TH"", ""TN"", ""TR"", ""TW"", ""US"", ""UY"", ""VN"", ""ZA"")","1","228146","FALSE","https://api.spotify.com/v1/tracks/0RILico3Gbl5jxSNg3zLrJ","FALSE","Dig Down","https://p.scdn.co/mp3-preview/31ca49cea7445a22f62e9e393699de037cf7f208?cid=21ba4eef11f2467ea68e9a872aac077a","10","track","spotify:track:0RILico3Gbl5jxSNg3zLrJ","https://open.spotify.com/track/0RILico3Gbl5jxSNg3zLrJ","Simulation Theory (Super Deluxe)","C","major","C major"
